osm_id,name,type,lat,lon
367820234,Virginia Gardens Fire Department Station 17,fire_station,25.809006,-80.3118463
367820238,South Miami Fire Department Station 14,fire_station,25.7058826,-80.2884721
367820246,North Miami East Fire Department Station 20,fire_station,25.8956735,-80.1669631
367820247,North Miami West Fire Department Station 19,fire_station,25.894421,-80.2102415
367820255,Northside Fire Department Station 59,fire_station,25.8065335,-80.2885986
367820257,Hialeah Fire Department Station 3,fire_station,25.8661962,-80.2991462
367820259,Hialeah Fire Department Station 4,fire_station,25.8325594,-80.2765969
367820262,Hialeah Fire Department Station 2,fire_station,25.8288848,-80.2792516
367820264,Hialeah Fire Department Station 7,fire_station,25.8909714,-80.3325305
367820267,Hialeah Fire Department Station 5,fire_station,25.8900386,-80.3073221
367820270,Hialeah Fire Department Station 6,fire_station,25.8439394,-80.2977143
367820271,Tropical Park Fire Department Station 3,fire_station,25.733978,-80.3271918
367820275,Miami Fire / Rescue Station 2,fire_station,25.7941252,-80.1944929
367822270,Miami Fire and Rescue Training Center,fire_station,25.7267676,-80.2569946
367822271,Miami-Dade County Fire and Rescue Headquarters,fire_station,25.7120462,-80.3353301
367824487,Bal Harbour Village Police Station,police,25.8874244,-80.1268206
367824494,Coral Gables Police Station,police,25.746042,-80.2604054
367824498,Biscayne Park Police Station,police,25.8794444,-80.1855556
367824505,El Portal Police Station,police,25.8548466,-80.1875382
367824507,Hialeah Police Station,police,25.8727413,-80.266506
367824510,Hialeah Metro Police Sub-Station Number 2,police,25.8488889,-80.2455556
367824511,Hialeah Police Substation,police,25.8238889,-80.2808333
367824513,Hialeah Police Substation,police,25.8905556,-80.3322222
367824520,Hialeah Gardens Police Station,police,25.8630556,-80.3391667
367824523,Medley Police Station,police,25.8402778,-80.3175
367824529,Miami Omni Police Station,police,25.7894444,-80.1883333
367824535,Miami Overtown Police Station,police,25.7890267,-80.2001859
367824811,Miami-Dade County Police Headquarters,police,25.7984924,-80.3439023
367824813,Miami Upper Eastside Police Station,police,25.8358333,-80.1844444
367824816,Miami Springs Police Station,police,25.8208333,-80.285
367824817,Miami Beach Police Station,police,25.7823546,-80.1332266
367824819,Miami Bayside Police Mini Station,police,25.7172222,-80.2458333
367824821,Miami Alapattah Police Station,police,25.795,-80.2266667
367824833,Miami East Havana Network Police Station,police,25.7722222,-80.2027778
367824839,Miami Downtown Police Station,police,25.7824952,-80.1952979
367824848,Miami North Police Station,police,25.8316667,-80.2136111
367824852,Miami Flagami Network Police Station,police,25.7825,-80.2594444
367824854,Miami Edgewater Police Mini Station,police,25.8002778,-80.1897222
367824859,Virginia Gardens Police Station,police,25.8091667,-80.3022222
367824864,Opalocka Police Mini Station,police,25.8977778,-80.2336111
367824866,South Miami Police Station,police,25.7032875,-80.2920733
367824875,North Bay Village Police Station,police,25.8486111,-80.1580556
367824879,Miami Southwest Coconut Grove Network Police Station,police,25.7313889,-80.2547222
367824915,West Miami Police Station,police,25.7621838,-80.2954658
367825018,Miami Police Department - Little Haiti NET,police,25.8396112,-80.2038722
367825020,Miami Police Department - Canine Unit,police,25.7820214,-80.1943926
367825027,Doral Police Department,police,25.8206244,-80.331424
367825046,Miami Police Department West Flagler NET,police,25.7713593,-80.266593
367825051,Miami Police Department Little Havana NET,police,25.7746214,-80.2159402
367825193,Miami Police Department - NET,police,25.7788741,-80.1875073
367825200,Metro - Dade Police Communications Bureau,police,25.7153218,-80.3360369
367825224,Miami - Dade County Police Department,police,25.782883,-80.3257428
367825241,Miami - Dade County Police Department - Special Patrol,police,25.7886276,-80.3229987
367825251,Miami - Dade County Police Department,police,25.7876838,-80.3234763
367825275,Miami - Dade County Police - Court Liaison,police,25.7858081,-80.2169223
367825291,Miami - Dade County Police Department,police,25.7735287,-80.1965253
367825295,Miami - Dade County Police Department,police,25.8486052,-80.1664246
367825304,Miami Police Department - Crime Suppression,police,25.895039,-80.1615589
367825306,Miami - Dade County Metro Police Department,police,25.7835274,-80.3254629
367825319,Miami Police Department,police,25.72828,-80.23449
367825327,Miami - Dade County Police Department,police,25.7886416,-80.3235571
367825331,Miami - Dade County Police Department - Dare,police,25.7976133,-80.3433811
367825334,Miami Police Department - Internal Affairs,police,25.7783469,-80.1982989
367825335,Miami Police Department - Administration,police,25.7780973,-80.1983065
367825345,Hialeah Police Department - Property and Evidence,police,25.872565,-80.2663295
367825350,Miami - Dade County Police Department Northside Station,police,25.8492433,-80.245233
367825361,Metro Dade County Police Department,police,25.7975826,-80.3433104
367825370,Miami - Dade County Police - Investigation,police,25.7835281,-80.3258465
367825391,Miami - Dade County Police Department - Warrants Bureau,police,25.7975783,-80.3433819
367825404,Miami - Dade College Police Department,police,25.877862,-80.2454642
367825412,Miami - Dade School Police Department,police,25.8315444,-80.1999736
367825413,Miami - Dade County Police Department,police,25.7746004,-80.1950077
